-24.99999999999999	21.650635094610973	-6.8886382452038615e-15	-37.5
-50.0	-6.123233995736766e-15	7.4987989133092885e-31	0.0
50.0	-0.0	-0.0	-0.0
50.0	-0.0	0.0	0.0
-50.0	3.061616997868384e-15	-9.741225535195478e-31	-5.302876193624534e-15
-24.99999999999999	43.30127018922194	0.0	0.0
25.000000000000007	21.65063509461097	37.5	0.0
-24.99999999999999	43.30127018922194	0.0	0.0
50.0	-0.0	-0.0	0.0
-24.99999999999999	-21.65063509461096	2.2962127484012876e-15	37.50000000000001
-24.99999999999999	-43.30127018922194	-9.74122553519548e-31	-5.302876193624535e-15
-50.0	3.061616997868384e-15	3.2470751783984928e-31	5.302876193624534e-15
-24.99999999999999	21.650635094610973	2.296212748401287e-15	37.5
50.0	0.0	0.0	0.0
50.0	0.0	-0.0	0.0
-50.0	6.123233995736766e-15	-0.0	0.0
25.000000000000007	43.30127018922193	-0.0	-0.0
-50.0	6.123233995736766e-15	0.0	0.0
-50.0	3.061616997868384e-15	5.302876193624534e-15	0.0
-24.99999999999999	-21.65063509461096	37.50000000000001	0.0
25.000000000000007	43.30127018922193	0.0	0.0
-24.99999999999999	21.650635094610973	37.5	0.0
50.0	0.0	-0.0	-0.0
50.0	0.0	-0.0	0.0
-50.0	3.061616997868384e-15	-5.302876193624534e-15	6.4941503567969855e-31
-50.0	-3.061616997868382e-15	3.247075178398493e-31	5.302876193624535e-15
25.000000000000007	-21.650635094610955	-6.8886382452038615e-15	-37.5
-24.99999999999999	-21.65063509461096	-6.888638245203862e-15	-37.50000000000001
-50.0	-6.123233995736766e-15	4.591690043316935e-47	7.4987989133092885e-31
50.0	-0.0	-0.0	0.0
-24.99999999999999	-21.65063509461096	-37.50000000000001	4.592425496802575e-15
25.000000000000007	-43.30127018922193	-5.302876193624534e-15	6.4941503567969855e-31
25.000000000000007	-43.30127018922193	-9.741225535195478e-31	-5.302876193624534e-15
-50.0	6.123233995736766e-15	-0.0	-0.0
25.000000000000007	-43.30127018922193	3.2470751783984928e-31	5.302876193624534e-15
25.000000000000007	-21.650635094610955	37.5	0.0
50.0	-0.0	0.0	0.0
25.000000000000007	-43.30127018922193	5.302876193624534e-15	0.0
-50.0	-6.123233995736766e-15	-1.3775070129950805e-46	-7.4987989133092885e-31
25.000000000000007	21.65063509461097	2.296212748401287e-15	37.5
50.0	-0.0	0.0	0.0
-50.0	6.123233995736766e-15	0.0	0.0
-50.0	-3.061616997868382e-15	-9.74122553519548e-31	-5.302876193624535e-15
-50.0	-6.123233995736766e-15	-7.4987989133092885e-31	9.18338008663387e-47
50.0	0.0	-0.0	-0.0
-24.99999999999999	-43.30127018922194	5.302876193624535e-15	0.0
-24.99999999999999	43.30127018922194	-0.0	-0.0
-50.0	-3.061616997868382e-15	5.302876193624535e-15	0.0
50.0	0.0	0.0	0.0
-24.99999999999999	21.650635094610973	-37.5	4.592425496802574e-15
-50.0	-3.061616997868382e-15	-5.302876193624535e-15	6.494150356796986e-31
25.000000000000007	43.30127018922193	0.0	0.0
25.000000000000007	-21.650635094610955	-37.5	4.592425496802574e-15
50.0	0.0	0.0	0.0
25.000000000000007	21.65063509461097	-6.8886382452038615e-15	-37.5
50.0	0.0	0.0	0.0
-24.99999999999999	-43.30127018922194	-5.302876193624535e-15	6.494150356796986e-31
-24.99999999999999	43.30127018922194	-0.0	0.0
25.000000000000007	21.65063509461097	-37.5	4.592425496802574e-15
25.000000000000007	-21.650635094610955	2.296212748401287e-15	37.5
25.000000000000007	43.30127018922193	-0.0	0.0
50.0	-0.0	-0.0	-0.0
50.0	-0.0	0.0	0.0
-24.99999999999999	-43.30127018922194	3.247075178398493e-31	5.302876193624535e-15
